"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / International","Included / Japan","Included / Switzerland","Status"
"rel019","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/h59/h47/13620288323614/515Wx515H_product_3000135500_2-20240805140148/515Wx515H-product-3000135500-2-20240805140148.jpg","2","Reloj smartwatch con brazalete de acero IP iridiscente D-Connect - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel020","Reloj analógico Heritage de acero IP dorado","Acero IP dorado","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","900350400","","shopify","1","deny","manual","199","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/h74/h02/13240661803038/515Wx515H_product_900350400-20240314180120/515Wx515H-product-900350400-20240314180120.jpg","1","Reloj analógico Heritage de acero IP dorado","FALSE","Reloj analógico Heritage de acero IP dorado","Acero IP dorado","","","","900350400","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel020","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/h03/hc6/13257985556510/1200Wx1200H_product_900350400_9-20240321172256/1200Wx1200H-product-900350400-9-20240321172256.jpg","2","Reloj analógico Heritage de acero IP dorado - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel021","Reloj analógico con brazalete de acero IP negro y acero IPRG rosa Icon Charms","Reloj analógico TOUS Icon Charms con brazalete de acero IP negro y caja de acero IPRG rosa. Detalle oso y corazón en acero IRPG rosa en el brazalete de malla milanesa de IP negra. Diámetro: 29,5 mm y esfera de nácar negro. Funciones: hora y minutos. Impermeable a 5 ATM. Batería: 1,55V Oxido de plata SR621SW/0,3 gramos. Movimiento cuarzo japonés. Cierre de joyería.","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","300358200","","shopify","1","deny","manual","249","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/hc7/hbf/13240546656286/515Wx515H_product_300358200-20240314180111/515Wx515H-product-300358200-20240314180111.jpg","1","Reloj analógico con brazalete de acero IP negro y acero IPRG rosa Icon Charms","FALSE","Reloj analógico con brazalete de acero IP negro y acero IPRG rosa Icon Charms","Reloj analógico TOUS Icon Charms con brazalete de acero IP negro y caja de acero IPRG rosa. Detalle oso y corazón en acero IRPG rosa en el brazalete de malla mi","","","","300358200","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel021","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/h39/h04/13240551571486/515Wx515H_product_300358200_2-20240314180112/515Wx515H-product-300358200-2-20240314180112.jpg","2","Reloj analógico con brazalete de acero IP negro y acero IPRG rosa Icon Charms - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel022","Reloj analógico con brazalete de acero y acero IPG dorado S-Band","Marca mucho más que la hora con nuestro diseño de reloj analógico con brazalete de acero inoxidable, acero IPG dorado y esfera de metal, de la colección TOUS S-Band. Los relojes más ligeros y cosmopolitas que querrás llevar las 24 horas del día. ¡Será tuyo en cuestión de tiempo!","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","200351070","","shopify","1","deny","manual","199","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/h6e/h03/12022536962078/product_200351070-20230130110025/product-200351070-20230130110025.jpg_1200Wx1200H","1","Reloj analógico con brazalete de acero y acero IPG dorado S-Band","FALSE","Reloj analógico con brazalete de acero y acero IPG dorado S-Band","Marca mucho más que la hora con nuestro diseño de reloj analógico con brazalete de acero inoxidable, acero IPG dorado y esfera de metal, de la colección TOUS S-","","","","200351070","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel022","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/h37/h90/12022543024158/product_200351070_2-20230130110025/product-200351070-2-20230130110025.jpg_1200Wx1200H","2","Reloj analógico con brazalete de acero y acero IPG dorado S-Band - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel023","Reloj analógico con brazalete de acero IPG dorado Karat Squared","Reloj analógico TOUS Karat Squared con brazalete de acero IPG dorado 316L, dimensiones 32 x 34 mm y esfera de metal con cristales facetados en los índices. Funciones: hora y minutos. Impermeable a 3 ATM. Batería: 1,55V Oxido de plata SR621SW/0,3 gramos. Movimiento cuarzo japonés. Cierre desplegable con pulsadores.","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","200351051","","shopify","1","deny","manual","229","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/h7c/h80/12022388588574/product_200351051-20230130110022/product-200351051-20230130110022.jpg_515Wx515H","1","Reloj analógico con brazalete de acero IPG dorado Karat Squared","FALSE","Reloj analógico con brazalete de acero IPG dorado Karat Squared","Reloj analógico TOUS Karat Squared con brazalete de acero IPG dorado 316L, dimensiones 32 x 34 mm y esfera de metal con cristales facetados en los índices. Func","","","","200351051","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel023","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/h3c/h02/12022390423582/product_200351051_2-20230130110022/product-200351051-2-20230130110022.jpg_515Wx515H","2","Reloj analógico con brazalete de acero IPG dorado Karat Squared - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel024","Reloj analógico bicolor con silueta oso y brazalete de acero T-Band Club","Reloj analógico TOUS T-Band Club con brazalete de acero inoxidable y caja de acero dorado con la silueta de un oso en el interior. Diámetro caja: 26,5 mm x 44 mm. Esfera: nácar. Funciones: hora y minutos. Impermeable: 3 ATM. Brazalete: 16mm x 16mm x 87mm / 16mm x 16mm x 110mm. Cierre ajustable con cierre de seguridad.","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","3000140700","","shopify","1","deny","manual","159","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/h35/hfb/14488082808862/515Wx515H_product_3000140700-20250603110133/515Wx515H-product-3000140700-20250603110133.jpg","1","Reloj analógico bicolor con silueta oso y brazalete de acero T-Band Club","FALSE","Reloj analógico bicolor con silueta oso y brazalete de acero T-Band Club","Reloj analógico TOUS T-Band Club con brazalete de acero inoxidable y caja de acero dorado con la silueta de un oso en el interior. Diámetro caja: 26,5 mm x 44 m","","","","3000140700","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel024","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/h4a/h98/14151104528414/515Wx515H_product_3000140700_2-20250205110233/515Wx515H-product-3000140700-2-20250205110233.jpg","2","Reloj analógico bicolor con silueta oso y brazalete de acero T-Band Club - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel025","Reloj analógico con movimiento suizo, esfera de nácar y brazalete de eslabones de acero Tous Now Lady","Reloj analógico TOUS Now Lady con brazalete de acero inoxidable. Diámetro: 34,5 mm. Esfera: de nacar gris claro. Movimiento: analógico de cuarzo suizo. Cristal: zafiro redondo plano con recubrimiento antirreflejo. Centros de ejes: 5 rubies sintéticos. Funciones: hora, minutos y segundos. Impermeable a 10 ATM. Brazalete: 16mm x 16mm x 82mm. Cierre de mariposa con pulsadores.","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","3000141500","","shopify","1","deny","manual","269","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/he8/hce/14488216240158/515Wx515H_product_3000141500-20250603120147/515Wx515H-product-3000141500-20250603120147.jpg","1","Reloj analógico con movimiento suizo, esfera de nácar y brazalete de eslabones de acero Tous Now Lady","FALSE","Reloj analógico con movimiento suizo, esfera de nácar y brazalete de eslabones de acero Tous Now Lady","Reloj analógico TOUS Now Lady con brazalete de acero inoxidable. Diámetro: 34,5 mm. Esfera: de nacar gris claro. Movimiento: analógico de cuarzo suizo. Cristal:","","","","3000141500","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel025","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/h5b/h09/14151299792926/515Wx515H_product_3000141500_2-20250205120220/515Wx515H-product-3000141500-2-20250205120220.jpg","2","Reloj analógico con movimiento suizo, esfera de nácar y brazalete de eslabones de acero Tous Now Lady - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel026","Reloj analógico con brazalete de acero dorado Karat Round Mesh","Reloj analógico TOUS Karat Round Mesh con brazalete de acero dorado. Diámetro: 36 mm. Esfera: con cristales facetados en los índices. Funciones: hora y minutos. Impermeable a 5 ATM. Movimiento analógico de cuarzo japonés. Brazalete: 20mm x 18mm x 70mm / 20mm x 18mm x 110mm. Cierre de malla milanesa ajustable con cierre de seguridad.","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","3000139800","","shopify","1","deny","manual","199","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/ha3/hfd/14488079400990/515Wx515H_product_3000139800-20250603110132/515Wx515H-product-3000139800-20250603110132.jpg","1","Reloj analógico con brazalete de acero dorado Karat Round Mesh","FALSE","Reloj analógico con brazalete de acero dorado Karat Round Mesh","Reloj analógico TOUS Karat Round Mesh con brazalete de acero dorado. Diámetro: 36 mm. Esfera: con cristales facetados en los índices. Funciones: hora y minutos.","","","","3000139800","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel026","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/h56/hab/14151291863070/515Wx515H_product_3000139800_2-20250205120218/515Wx515H-product-3000139800-2-20250205120218.jpg","2","Reloj analógico con brazalete de acero dorado Karat Round Mesh - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel027","Reloj analógico con brazalete gravado de acero dorado Lit","Reloj analógico TOUS Lit con brazalete y caja de acero dorado con gravado. Diámetro caja: 35 mm x 43,5 mm. Esfera: de acero estampada. Cristal: mineral plano redondo. Funciones: hora, minutos y segundos. Movimiento: cuarzo japonés. Impermeable: 5 ATM. Brazalete: 22mm x 18mm x 73 mm / 22mm x 18mm x 73mm. Cierre desplegable con pulsadores.","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","3000140000","","shopify","1","deny","manual","199","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/ha8/hdc/14488207786014/515Wx515H_product_3000140000-20250603120144/515Wx515H-product-3000140000-20250603120144.jpg","1","Reloj analógico con brazalete gravado de acero dorado Lit","FALSE","Reloj analógico con brazalete gravado de acero dorado Lit","Reloj analógico TOUS Lit con brazalete y caja de acero dorado con gravado. Diámetro caja: 35 mm x 43,5 mm. Esfera: de acero estampada. Cristal: mineral plano re","","","","3000140000","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel027","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/h9d/h67/14151088603166/515Wx515H_product_3000140000_2-20250205110231/515Wx515H-product-3000140000-2-20250205110231.jpg","2","Reloj analógico con brazalete gravado de acero dorado Lit - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel028","Reloj analógico con esfera de nácar y brazalete dorado T-Band Club","Reloj analógico TOUS T-Band Club con brazalete y caja de acero inoxidable dorado. Diámetro caja: 26,5 mm x 44 mm. Esfera: nácar. Funciones: hora y minutos. Impermeable: 3 ATM. Brazalete: 16mm x 16mm x 87mm / 16mm x 16mm x 110mm. Cierre ajustable con cierre de seguridad.","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","3000140400","","shopify","1","deny","manual","169","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/h05/h2b/14488080908318/515Wx515H_product_3000140400-20250603110133/515Wx515H-product-3000140400-20250603110133.jpg","1","Reloj analógico con esfera de nácar y brazalete dorado T-Band Club","FALSE","Reloj analógico con esfera de nácar y brazalete dorado T-Band Club","Reloj analógico TOUS T-Band Club con brazalete y caja de acero inoxidable dorado. Diámetro caja: 26,5 mm x 44 mm. Esfera: nácar. Funciones: hora y minutos. Impe","","","","3000140400","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel028","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/h97/hd8/14151097974814/515Wx515H_product_3000140400_2-20250205110232/515Wx515H-product-3000140400-2-20250205110232.jpg","2","Reloj analógico con esfera de nácar y brazalete dorado T-Band Club - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel029","Reloj analógico con brazalete acero IPG dorado Lit","En el mundo de las redes sociales, “lit” expresa que algo es muy positivo y puede usarse como sinónimo de excelente o genial. Proviene de la conjugación en pasado del verbo inglés “to light"" que significa encender.","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","3000137200","","shopify","1","deny","manual","189","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/ha1/h6e/13620366376990/515Wx515H_product_3000137200-20240805140155/515Wx515H-product-3000137200-20240805140155.jpg","1","Reloj analógico con brazalete acero IPG dorado Lit","FALSE","Reloj analógico con brazalete acero IPG dorado Lit","En el mundo de las redes sociales, “lit” expresa que algo es muy positivo y puede usarse como sinónimo de excelente o genial. Proviene de la conjugación en pasa","","","","3000137200","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel029","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/hed/hc4/13620368146462/515Wx515H_product_3000137200_2-20240805140155/515Wx515H-product-3000137200-2-20240805140155.jpg","2","Reloj analógico con brazalete acero IPG dorado Lit - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel030","Reloj con movimiento suizo analógico de acero con 0,49 ct en diamantes y brazalete de piel negra Les Classiques","Los relojes más icónicos de la marca en versión Luxury, con correa de piel y diamantes en el bisel. Un tributo a nuestros orígenes relojeros, la esencia a de los inicios de TOUS en una colección","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","3000137000","","shopify","1","deny","manual","700","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/h21/h04/13620360806430/1200Wx1200H_product_3000137000-20240805140154/1200Wx1200H-product-3000137000-20240805140154.jpg","1","Reloj con movimiento suizo analógico de acero con 0,49 ct en diamantes y brazalete de piel negra Les Classiques","FALSE","Reloj con movimiento suizo analógico de acero con 0,49 ct en diamantes y brazalete de piel negra Les Classiques","Los relojes más icónicos de la marca en versión Luxury, con correa de piel y diamantes en el bisel. Un tributo a nuestros orígenes relojeros, la esencia a de lo","","","","3000137000","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel030","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/haa/h64/13620361592862/515Wx515H_product_3000137000_2-20240805140154/515Wx515H-product-3000137000-2-20240805140154.jpg","2","Reloj con movimiento suizo analógico de acero con 0,49 ct en diamantes y brazalete de piel negra Les Classiques - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel031","Reloj con movimiento suizo analógico de acero con 0,54 ct en diamantes y brazalete de piel negra Les Classiques","Los relojes más icónicos de la marca en versión Luxury, con correa de piel y diamantes en el bisel. Un tributo a nuestros orígenes relojeros, la esencia a de los inicios de TOUS en una colección","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","3000136900","","shopify","1","deny","manual","750","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/hf5/h78/13620358545438/515Wx515H_product_3000136900-20240805140153/515Wx515H-product-3000136900-20240805140153.jpg","1","Reloj con movimiento suizo analógico de acero con 0,54 ct en diamantes y brazalete de piel negra Les Classiques","FALSE","Reloj con movimiento suizo analógico de acero con 0,54 ct en diamantes y brazalete de piel negra Les Classiques","Los relojes más icónicos de la marca en versión Luxury, con correa de piel y diamantes en el bisel. Un tributo a nuestros orígenes relojeros, la esencia a de lo","","","","3000136900","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel031","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/h37/hdf/13620359430174/515Wx515H_product_3000136900_2-20240805140153/515Wx515H-product-3000136900-2-20240805140153.jpg","2","Reloj con movimiento suizo analógico de acero con 0,54 ct en diamantes y brazalete de piel negra Les Classiques - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"rel032","Reloj con movimiento suizo analógico de acero con 0,40 ct en diamantes y brazalete de piel negra Les Classiques","Los relojes más icónicos de la marca en versión Luxury, con correa de piel y diamantes en el bisel. Un tributo a nuestros orígenes relojeros, la esencia a de los inicios de TOUS en una colección eternamente elegante.","TOUS","","TOUS","TOUS, relojes, acero","TRUE","Title","Default Title","","","","","3000136800","","shopify","1","deny","manual","650","","TRUE","TRUE","","https://cloud-media.tous.com/medias/sys_master/images/he3/h56/13620356677662/515Wx515H_product_3000136800-20240805140153/515Wx515H-product-3000136800-20240805140153.jpg","1","Reloj con movimiento suizo analógico de acero con 0,40 ct en diamantes y brazalete de piel negra Les Classiques","FALSE","Reloj con movimiento suizo analógico de acero con 0,40 ct en diamantes y brazalete de piel negra Les Classiques","Los relojes más icónicos de la marca en versión Luxury, con correa de piel y diamantes en el bisel. Un tributo a nuestros orígenes relojeros, la esencia a de lo","","","","3000136800","","","new","FALSE","","","","","","","kg","","","","","","active"
"rel032","","","","","","","","","","","","","","","","","","","","","","","","","https://cloud-media.tous.com/medias/sys_master/images/hf4/h0e/13620357529630/515Wx515H_product_3000136800_2-20240805140153/515Wx515H-product-3000136800-2-20240805140153.jpg","2","Reloj con movimiento suizo analógico de acero con 0,40 ct en diamantes y brazalete de piel negra Les Classiques - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","TOUS","","","","TRUE","Title","Default Title","","","","","","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","","FALSE","","","","","","","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf001","Ray Ban AVIATOR LARGE METAL","Las gafas de sol Rayban Aviator han sido reinterpretadas una y otra vez a lo largo de los años, pero su espíritu inquebrantable permanece intacto. Desde las versiones clásicas hasta las ediciones especiales, cada par es una declaración de estilo que trasciende las tendencias pasajeras.","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB3025","","shopify","1","deny","manual","163","","TRUE","TRUE","","https://images2.ray-ban.com//cdn-record-files-pi/f2a2b356-cf47-4e4c-bd0e-a35900057b03/453350a3-3444-4336-95dd-ad1b007c0da8/0RB3025__L0205__STD__shad__qt.png?impolicy=RB_Product_clone&width=720&bgc=%23f2f2f2","1","Ray Ban AVIATOR LARGE METAL","FALSE","Ray Ban AVIATOR LARGE METAL","Las gafas de sol Rayban Aviator han sido reinterpretadas una y otra vez a lo largo de los años, pero su espíritu inquebrantable permanece intacto. Desde las ver","","","","es. 0RB3025","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf001","","","","","","","","","","","","","","","","","","","","","","","","","https://images2.ray-ban.com//cdn-record-files-pi/f2a2b356-cf47-4e4c-bd0e-a35900057b03/d50aff28-bfb5-44a3-bce5-ad1b007c1ac5/0RB3025__L0205__STD__shad__fr.png?impolicy=RB_Product_clone&width=720&bgc=%23f2f2f2","2","Ray Ban AVIATOR LARGE METAL - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"gaf001","","","","","","","","","","","","","","","","","","","","","","","","","https://images2.ray-ban.com//cdn-record-files-pi/f2a2b356-cf47-4e4c-bd0e-a35900057b03/8fc1069f-8780-4bda-a838-ad1b007c18cb/0RB3025__L0205__STD__shad__bk.png?impolicy=RB_Product_clone&width=720&bgc=%23f2f2f2","3","Ray Ban AVIATOR LARGE METAL - Vista 3","","","","","","","","","","","","","","","","","","","","","","","",""
"gaf002","Ray Ban WAYFARER PUFFER","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB4940","","shopify","0","deny","manual","173","","TRUE","TRUE","","https://images2.ray-ban.com//cdn-record-files-pi/cf751e15-6248-4106-b043-b299017b7fab/b47a4d41-23e9-4b34-b1ad-b29901818139/0RB4940__601_87__P21__shad__fr.png?impolicy=RB_Product_clone&width=720&bgc=%23f2f2f2","1","Ray Ban WAYFARER PUFFER","FALSE","Ray Ban WAYFARER PUFFER","","","","","es. 0RB4940","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf002","","","","","","","","","","","","","","","","","","","","","","","","","https://images2.ray-ban.com//cdn-record-files-pi/cf751e15-6248-4106-b043-b299017b7fab/0130e1f7-e50c-46c5-b119-b2990181828f/0RB4940__601_87__P21__shad__lt.png?impolicy=RB_Product_clone&width=720&bgc=%23f2f2f2","2","Ray Ban WAYFARER PUFFER - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"gaf002","","","","","","","","","","","","","","","","","","","","","","","","","https://images2.ray-ban.com//cdn-record-files/dressedon/595246cd-5c80-4c5e-a37f-b302007b563c/0RB4940__601_87__SHOOT__om1.png","3","Ray Ban WAYFARER PUFFER - Vista 3","","","","","","","","","","","","","","","","","","","","","","","",""
"gaf003","Ray Ban ORIGINAL WAYFARER CLASSIC","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB2140","","shopify","0","deny","manual","213","","TRUE","TRUE","","https://images2.ray-ban.com//cdn-record-files-pi/cffd73dc-8021-4268-80e3-a35800041c9c/38beb367-52eb-4550-8acc-acfd008aeae6/0RB2140__901_58__STD__shad__qt.png?impolicy=RB_Product_clone&width=720&bgc=%23f2f2f2","1","Ray Ban ORIGINAL WAYFARER CLASSIC","FALSE","Ray Ban ORIGINAL WAYFARER CLASSIC","","","","","es. 0RB2140","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf003","","","","","","","","","","","","","","","","","","","","","","","","","https://images2.ray-ban.com//cdn-record-files-pi/cffd73dc-8021-4268-80e3-a35800041c9c/2c4ac045-1802-40ae-8032-acfd008af83f/0RB2140__901_58__STD__shad__fr.png?impolicy=RB_Product_clone&width=720&bgc=%23f2f2f2","2","Ray Ban ORIGINAL WAYFARER CLASSIC - Vista 2","","","","","","","","","","","","","","","","","","","","","","","",""
"gaf003","","","","","","","","","","","","","","","","","","","","","","","","","https://images2.ray-ban.com//cdn-record-files-pi/cffd73dc-8021-4268-80e3-a35800041c9c/bd485dbf-b62f-44f7-8fb8-acfd008af681/0RB2140__901_58__STD__shad__bk.png?impolicy=RB_Product_clone&width=720&bgc=%23f2f2f2","3","Ray Ban ORIGINAL WAYFARER CLASSIC - Vista 3","","","","","","","","","","","","","","","","","","","","","","","",""
"gaf004","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB2140","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB2140","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf005","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB2140","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB2140","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf006","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB2140","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB2140","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf007","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB2140","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB2140","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf008","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB2140","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB2140","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf009","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB4840S","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB4840S","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf010","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB4840S","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB4840S","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf011","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB2140","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB2140","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf012","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB2186","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB2186","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf013","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB2186","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB2186","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf014","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB2186","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB2186","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf015","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB2186","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB2186","","","new","FALSE","","","","","","","kg","","","","","","active"
"gaf016","Ray Ban","","Ray-Ban","","Ray-Ban","Ray-Ban, gafas, sol","TRUE","Title","Default Title","","","","","es. 0RB2186","","shopify","0","deny","manual","","","TRUE","TRUE","","","1","Ray Ban","FALSE","Ray Ban","","","","","es. 0RB2186","","","new","FALSE","","","","","","","kg","","","","","","active"
